Database;Keyword;Seed keyword;Page;Topic;Page type;Tags;Volume;Keyword Difficulty;CPC (USD);Competitive Density;Number of Results;Intent;SERP Features;Trend;Click potential;Content references;Competitors
at;digitalagentur österreich;;;KI & Automatisierung;;;140;41;Feb 44;0.08;111;Commercial;Local Pack, Reviews, Video, Related Searches;0.10,0.04,0.10,1.00,0.06,0.24,0.19,0.10,0.19,0.29,0.12,0.10;75;;
de;email automatisierung;automatisierung;;KI & Automatisierung;;;140;22;Jul 99;0.40;121;Informational;Adwords Middle, AI Overview, Site Links, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches;0.15,0.81,0.65,0.65,0.65,0.43,1.00,0.34,0.53,0.21,0.43,0.28;20;;
de;ki agent bauen;ki agents;;KI & Automatisierung;;;140;21;Feb 84;0.79;1110000;Informational;Image Pack, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, AI Overview;0.29,0.22,0.22,0.43,0.54,0.35,0.29,0.54,0.66,0.81,1.00,1.00;90;;
de;ki agenten beispiele;ki agents;;KI & Automatisierung;;;140;23;Jan 65;0.60;132;Informational;Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links;0.21,0.03,0.03,0.43,0.53,0.81,0.34,0.43,1.00,0.81,1.00,0.65;20;;
de;ki seo beratung;ki beratung;;KI & Automatisierung;;;140;16;0.00;0.00;131;Informational;Video, Related Searches, Adwords Middle, AI Overview, Site Links;0.04,0.33,0.42,0.52,0.80,1.00,1.00,1.00,0.80,1.00,1.00,1.00;20;;
de;ki-agent erstellen;ki agents;;KI & Automatisierung;;;140;29;03. Jun;0.79;115;Informational;Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.28,0.05,0.02,0.28,0.23,0.66,1.00,0.35,0.17,0.23,0.07,0.10;20;;
de;ki-agenten erstellen kostenlos;ki agents;;KI & Automatisierung;;;140;15;02. Jan;0.59;111;Informational;People Also Ask, Related Searches, AI Overview, Video, Video Carousel;0.28,0.34,0.34,0.43,0.43,0.34,0.34,0.43,1.00,0.53,0.65,0.81;90;;
de;professionelle webdesign agentur;webdesign agentur;;KI & Automatisierung;;;140;7;Jun 47;0.20;133;Informational, Commercial;Site Links, Video, Related Searches, AI Overview;0.03,0.81,1.00,0.81,0.81,0.81,0.53,0.43,0.34,0.43,0.65,0.65;20;;
at;promotion agentur wien;agentur wien;;KI & Automatisierung;;;140;12;Mrz 18;0.53;349000;Commercial;Local Pack, Related Searches;0.28,0.18,0.13,1.00,0.28,0.36,0.13,0.18,0.10,0.05,0.54,0.03;90;;
de;social media automatisierung;automatisierung;;KI & Automatisierung;;;140;11;Mrz 26;0.75;117;Informational;People Also Ask, Related Searches, AI Overview, Video, Video Carousel;0.15,0.53,1.00,1.00,1.00,1.00,0.26,0.34,0.07,0.15,0.15,0.34;90;;
at;social media werbung agentur;social media agentur;;KI & Automatisierung;;;140;28;0.00;0.01;137;Informational;Video, People Also Ask, Related Searches, AI Overview;0.05,0.05,0.03,1.00,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03;90;;
at;website agentur wien;agentur wien;;KI & Automatisierung;;;140;20;Apr 90;0.50;106;Commercial;Local Pack, Reviews, People Also Ask, Related Searches;0.15,0.03,0.12,1.00,0.19,0.24,0.24,0.29,0.29,0.19,0.12,0.08;90;;
de;agentur b2b marketing;marketing agentur;;KI & Automatisierung;;;110;16;22.16;0.44;139;Informational;People Also Ask, Related Searches;0.11,0.82,0.82,1.00,0.82,0.82,0.82,0.52,0.52,0.64,0.41,0.52;90;;
de;agentur für leadgenerierung;leadgenerierung;;KI & Automatisierung;;;110;14;Jun 51;0.20;138;Informational;Related Searches, AI Overview, Video, People Also Ask;0.14,0.80,1.00,1.00,0.80,0.23,0.33,0.42,0.42,0.52,0.33,0.42;90;;
de;automatisierung bedeutung;automatisierung;;KI & Automatisierung;;;110;26;0.00;0.02;118;Informational;Site Links, Video, People Also Ask, Related Searches, AI Overview;0.52,0.52,0.82,1.00,0.52,0.82,0.41,0.64,0.52,0.64,0.41,0.41;20;;
de;b2b wordpress agentur;wordpress agentur;;KI & Automatisierung;;;110;3;0.00;0.00;304000;Informational;Video, Related Searches, AI Overview;0.03,0.81,1.00,0.53,0.43,0.06,0.15,0.15,0.09,0.43,0.12,0.06;90;;
at;digital marketing agentur wien;;;KI & Automatisierung;;;110;55;Mai 75;0.36;3040000;Commercial;People Also Ask, Related Searches, Local Pack, Video, Image;0.04,0.35,0.04,1.00,0.04,0.04,0.27,0.12,0.04,0.04,0.04,0.08;90;;
de;digital marketing automatisierung;marketing automatisierung;;KI & Automatisierung;;;110;12;0.00;0.33;65;Informational;Related Searches, Site Links, Video, Adwords Bottom, People Also Ask;0.06,0.28,0.28,0.34,0.53,1.00,0.43,0.53,0.43,0.34,0.21,0.21;20;;
at;grafikagentur wien;;;KI & Automatisierung;;;110;47;Jan 54;0.53;108;Commercial;Local Pack, Reviews, Related Searches;0.67,0.23,0.23,0.44,0.28,0.28,0.18,0.28,0.28,0.23,0.13,1.00;75;;
at;grafikdesign agentur wien;;;KI & Automatisierung;;;110;41;Jan 38;0.29;51100;Commercial;Related Searches, Local Pack, Image;0.09,0.18,0.36,0.09,0.18,0.09,0.64,0.18,0.09,0.18,1.00,0.36;90;;
de;ki agent beispiel;ki agents;;KI & Automatisierung;;;110;29;Jan 78;0.64;116;Informational;Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack;0.34,0.34,0.53,0.21,0.53,0.06,0.28,0.00,0.53,0.81,1.00,0.43;20;;
de;ki agenten erstellen kostenlos;ki agents;;KI & Automatisierung;;;110;15;Feb 21;0.59;113;Informational, Commercial;Video, Adwords Top, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, AI Overview;0.64,0.82,0.64,1.00,0.64,0.82,0.29,0.52,1.00,0.82,1.00,1.00;90;;
de;ki agentur mittelstand;ki agentur;;KI & Automatisierung;;;110;13;0.00;0.00;134;Informational;Reviews, Video, Adwords Middle, AI Overview;0.41,1.00,0.82,0.64,0.64,0.29;90;;
de;ki prozessautomatisierung;prozessautomatisierung;;KI & Automatisierung;;;110;21;Apr 46;0.70;567000;Informational;AI Overview, Site Links, Video, People Also Ask, Related Searches;0.04,0.54,0.66,0.43,0.18,0.29,0.22,0.54,0.66,0.66,0.54,1.00;20;;
de;ki-agenten beispiele;ki agents;;KI & Automatisierung;;;110;24;Jan 65;0.60;119;Informational;AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches;0.34,0.03,0.03,0.06,0.09,0.53,0.43,0.81,0.81,1.00,0.81,0.81;20;;
de;ki-implementierung;ki implementierung;;KI & Automatisierung;;;110;26;Apr 32;0.48;129;Informational;People Also Ask, Related Searches, AI Overview, Site Links, Reviews, Video;0.06,0.43,0.34,0.28,0.43,0.43,0.43,0.28,0.34,0.53,0.81,1.00;20;;
de;marketing agentur wien;marketing wien;;KI & Automatisierung;;;110;21;Jan 57;0.24;118;Commercial;Video, Related Searches, Local Pack, Reviews;0.33,1.00,0.80,0.52,0.33,0.23,0.33,0.33,0.52,1.00,0.80,0.80;90;;
at;online werbeagentur;;;KI & Automatisierung;;;110;32;Mrz 27;0.16;122;Commercial;Reviews, Video, People Also Ask, Related Searches, Local Pack;0.79,0.64,0.64,0.79,0.79,0.64,0.64,0.64,0.79,1.00,0.64,0.64;75;;
de;prozessautomatisierung unternehmen;prozessautomatisierung;;KI & Automatisierung;;;110;21;Apr 17;0.06;133;Informational;Site Links, Video, Adwords Bottom, People Also Ask, Related Searches, AI Overview;0.09,0.80,0.80,0.42,0.23,0.42,0.66,0.66,0.66,1.00,0.52,0.80;20;;
at;sea agentur wien;agentur wien;;KI & Automatisierung;;;110;13;Dez 19;0.06;303000;Commercial;Local Pack, Video, Image, Related Searches;0.02,0.01,0.01,1.00,0.03,0.01,0.01,0.06,0.01,0.01,0.02,0.02;90;;
de;seo agentur für shopify;shopify agentur;;KI & Automatisierung;;;110;18;0.00;0.33;112;Informational;People Also Ask, Related Searches, AI Overview;0.17,0.66,0.53,0.43,0.35,0.35,0.43,0.66,0.66,0.82,0.66,1.00;90;;
de;seo agentur shopify;shopify agentur;;KI & Automatisierung;;;110;10;0.00;0.33;109;Informational;Related Searches, Adwords Middle, Adwords Top;0.06,0.53,0.43,0.34,0.15,0.21,0.15,0.43,0.65,0.65,1.00,1.00;90;;
at;social media agentur tirol;social media agentur;;KI & Automatisierung;;;110;19;Feb 15;0.41;488000;Informational;Knowledge Panel, Video, Image, Related Searches;0.10,0.05,0.03,0.28,1.00,0.03,0.05,0.03,0.03,0.18,0.08,0.03;70;;
de;social media automation agentur;social media agentur;;KI & Automatisierung;;;110;5;0.00;0.00;139;Informational, Commercial;Adwords Top, Related Searches, Adwords Middle, AI Overview, Site Links, Reviews, Video;0.64,1.00,0.23,0.23;20;;
at;e commerce agentur wien;;;KI & Automatisierung;;;90;15;21. Sep;0.20;442000;Commercial;Local Pack, Video, Image, Related Searches;0.06,0.06,0.06,1.00,0.06,0.06,0.24,1.00,0.06,0.82,0.06,0.41;90;;
at;internetagentur wien;;;KI & Automatisierung;;;90;53;0.00;0.01;122;Commercial;Local Pack, Video, Image, Related Searches;0.06,0.12,0.03,0.53,0.12,0.03,0.03,0.03,1.00,0.44,0.03,0.16;75;;
at;marketing agentur österreich;;;KI & Automatisierung;;;90;45;Feb 26;0.29;111;Commercial;Local Pack, Video, Related Searches;0.64,0.50,1.00,0.64,0.36,0.64,0.79,1.00,1.00,0.64,0.50,0.79;90;;
at;mediaagentur wien;;;KI & Automatisierung;;;90;23;Jan 76;0.46;114;Commercial;Video, Image, Related Searches, Local Pack;0.11,1.00,0.22,0.44,0.11,0.22,0.11,0.56,0.11,0.11,0.22,0.11;75;;
at;agentur für werbung;;;KI & Automatisierung;;;70;48;Mrz 99;0.23;137;Commercial;Local Pack, Video, People Also Ask, Related Searches;0.19,0.05,0.05,1.00,0.05,0.05,0.05,0.05,0.05,0.24,0.10,0.05;90;;
at;agentur werbung;;;KI & Automatisierung;;;70;49;Mrz 99;0.23;127;Commercial;Local Pack, Image Pack, Video, Related Searches;0.06,0.06,0.29,1.00,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06;75;;
at;design werbeagentur;;;KI & Automatisierung;;;70;44;0.00;0.02;2100000000;Commercial;Local Pack, Video, Image, Related Searches;0.04,0.04,0.04,1.00,0.04,0.27,0.08,0.04,0.04,0.04,0.04,0.04;75;;
at;designagentur wien;;;KI & Automatisierung;;;70;48;Jan 38;0.41;36400;Commercial;Local Pack, Image, Related Searches;1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.33;75;;
at;grafik agentur;;;KI & Automatisierung;;;70;45;02. Jun;0.66;111;Informational;Knowledge Panel, Related Searches;0.10,0.02,0.08,0.04,0.02,1.00,0.02,0.02,0.08,0.02,0.02,0.02;70;;
at;medienagentur wien;;;KI & Automatisierung;;;70;22;Jan 96;0.50;115;Commercial;Local Pack, Video, Related Searches;0.03,0.03,0.13,1.00,0.03,0.05,0.05,0.10,0.05,0.03,0.10,0.03;75;;
at;werbeagentur steyr;;;KI & Automatisierung;;;70;19;Jan 44;0.34;103;Commercial;Local Pack, Video, Image, Related Searches;0.12,0.03,0.06,0.03,0.03,0.03,1.00,0.34,0.03,0.22,0.12,0.44;75;;
at;agentur website;;;KI & Automatisierung;;;50;50;06. Sep;0.08;31400000;Commercial;Site Links, Video, People Also Ask, Related Searches;0.29,0.71,0.14,1.00,0.14,0.14,0.14,0.29,0.14,0.43,0.29,0.57;20;;
at;wien werbeagentur;;;KI & Automatisierung;;;50;38;Jan 68;0.44;119;Commercial;Local Pack, Reviews, Video, Related Searches;0.03,0.28,0.03,1.00,0.03,0.03,0.09,0.34,0.03,0.03,0.06,0.03;75;;
at;content agentur wien;;;KI & Automatisierung;;;40;45;Jan 80;0.86;119;Commercial;Video, People Also Ask, Local Pack, Site Links, Reviews;1.00,0.78,0.78,0.33,0.11,0.11,0.11,0.11,0.33,0.11,0.56,0.33;20;;
at;beste werbeagentur wien;;;KI & Automatisierung;;;30;19;01. Jan;0.46;105;Commercial;Local Pack, People Also Ask, Related Searches;1.00,1.00,0.14,0.14,0.14,0.29,0.14,0.14,0.71,0.14,0.14,0.14;90;;
at;creative agentur;;;KI & Automatisierung;;;30;0;Jan 34;0.91;;;;0.14,0.43,0.14,1.00,0.71,0.14,0.14,0.43,0.43,0.14,0.71,0.14;;;
at;kreativagentur österreich;;;KI & Automatisierung;;;30;58;Jan 62;0.70;682000;Informational;Related Searches, AI Overview, Video;0.22,0.22,0.78,0.11,0.11,0.11,1.00,0.33,0.44,0.11,0.56,0.56;75;;
at;multimedia agentur wien;;;KI & Automatisierung;;;30;11;Jan 71;0.20;304000;Commercial;Video, Related Searches, Local Pack;0.11,0.11,0.11,0.11,0.11,0.11,0.78,0.11,0.56,1.00,0.11,0.11;90;;
at;top werbeagenturen österreich;;;KI & Automatisierung;;;30;17;Jan 29;0.93;100;Commercial;Local Pack, People Also Ask, Related Searches;0.14,0.43,0.43,0.29,0.14,0.14,0.29,0.14,1.00,1.00,0.14,0.71;90;;
at;werbe agenturen;;;KI & Automatisierung;;;30;18;Feb 33;0.61;118;Commercial;Related Searches, Local Pack, Site Links, Video, People Also Ask;0.11,0.11,1.00,0.11,0.22,0.11,0.11,0.11,0.33,0.11,0.11,1.00;20;;
at;werbeagentur tulln;;;KI & Automatisierung;;;30;19;Jan 78;0.71;108;Commercial;Local Pack, Video, Related Searches;0.20,0.40,0.60,0.20,0.80,0.60,0.20,0.20,0.20,0.60,0.20,1.00;75;;
at;werbung agentur;;;KI & Automatisierung;;;30;50;Mai 23;0.36;138;Commercial;Local Pack, Reviews, Video, People Also Ask, Related Searches;0.07,0.21,0.07,1.00,0.07,0.07,0.07,0.21,0.50,0.07,0.07,0.07;75;;
de;agentur für marketing automation;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;automatisierung agentur;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;beste ki beratung mittelstand;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;chatbot erstellen lassen;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;funnel agentur dach;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;funnel agentur empfehlung;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;ki agent entwickeln lassen kosten;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;ki agent erstellen lassen;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;ki agentur erfahrungen;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;ki agentur wien;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;ki agentur österreich;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;ki beratung kosten;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;ki schulung unternehmen kosten;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;ki workshop kosten;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;leadgenerierung agentur kosten;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;marketing agentur für kmu;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;marketing agentur vergleich;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;prozessautomatisierung kosten;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;workflow automatisieren lassen;;;KI & Automatisierung;;Claude BOFU;;;;;;;;;;;
de;onlineshop erstellen lassen;onlineshop erstellen lassen;;Website & Shops;;;2400;19;Okt 66;0.51;139;Informational;AI Overview, Reviews, Video, Video Carousel, People Also Ask, Related Searches;0.20,0.80,0.80,0.80,0.66,0.80,0.66,0.66,0.66,0.52,0.52,0.52;90;;
us;2026 creative trends motion;website trends;;Website & Shops;;;1900;21;0.00;0.00;92300000;Informational, Transactional;Related Searches, Image Pack, Video, Video Carousel, People Also Ask;1.00,0.00,0.00,0.00,0.00;90;;
de;website erstellen wordpress;website erstellen;;Website & Shops;;;1600;30;Mrz 42;0.61;106;Informational;Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Reviews, Video;0.34,0.65,0.65,1.00,0.24,0.30,0.65,0.55,0.82,0.82,0.34,0.24;20;;
de;website erstellen lassen kosten;website erstellen lassen;;Website & Shops;;;1300;24;04. Aug;0.49;137;Informational;Site Links, Video, People Also Ask, Related Searches, AI Overview;0.20,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,0.81,1.00;20;;
de;wordpress website erstellen lassen;website erstellen lassen;;Website & Shops;;;1300;14;08. Jul;0.30;7920000;Informational;AI Overview, Site Links, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, Adwords Middle;0.10,1.00,1.00,0.79,0.54,0.41,0.54,0.54,0.54,0.66,0.66,0.79;20;;
de;mit wordpress eine website erstellen;website erstellen;;Website & Shops;;;1000;30;Mrz 42;0.61;104;Informational;Site Links, Reviews, Video, Adwords Top, Video Carousel, People Also Ask, Related Searches, Adwords Middle;0.44,0.44,0.13,0.16,0.52,0.20,0.16,0.10,0.10,0.66,0.13,0.16;20;;
de;website betreuung;website betreuung;;Website & Shops;;;1000;7;Mai 88;0.29;132;Informational;Site Links, Video, People Also Ask, AI Overview;0.25,0.84,0.84,0.52,0.46,0.52,0.52,0.52,0.52,0.46,0.68,1.00;20;;
de;website erstellen lassen preise;website erstellen lassen;;Website & Shops;;;1000;24;Mrz 89;0.80;105000000;Informational;Related Searches, AI Overview, Site Links, Video, Adwords Bottom, Video Carousel, People Also Ask;0.25,0.84,0.84,0.84,0.84,0.84,1.00,1.00,0.68,0.52,0.68,0.84;20;;
de;website wartung;website wartung;;Website & Shops;;;1000;10;Mrz 30;0.12;30800000;Informational;Video, People Also Ask, Related Searches, Adwords Middle, AI Overview;0.11,1.00,1.00,0.68,0.31,0.20,0.37,0.37,0.37,0.46,0.46,0.68;75;;
de;relaunch website;website relaunch;;Website & Shops;;;880;19;Dez 46;0.46;132;Informational;AI Overview, Site Links, Reviews, Video, People Also Ask, Related Searches;0.46,0.46,0.52,0.84,0.31,0.52,0.20,0.25,0.25,0.46,0.37,0.31;20;;
at;website design;;;Website & Shops;;;880;61;Feb 94;0.33;6590000000;Commercial;Local Pack, Video, Adwords Bottom, People Also Ask, Related Searches;0.55,0.45,0.37,1.00,0.45,0.45,0.30,0.45,0.37,0.45,0.30,0.30;75;;
de;erstellung website kosten;website erstellen;;Website & Shops;;;720;27;Mrz 42;0.63;116;Informational;Site Links, Video, Adwords Bottom, People Also Ask, Related Searches, AI Overview;0.81,0.55,0.30,0.24,0.20,0.30,0.30,0.45,0.36,1.00,0.55,0.08;20;;
de;kosten erstellung website;website erstellen;;Website & Shops;;;720;26;Mrz 42;0.63;127;Informational;Related Searches, AI Overview, Site Links, Video, People Also Ask;0.55,0.36,0.36,0.67,0.24,0.30,0.24,0.24,0.30,1.00,0.30,0.36;20;;
de;professionelle website erstellen lassen kosten;website erstellen lassen;;Website & Shops;;;720;26;Mrz 91;0.62;134;Informational;Related Searches, Adwords Middle, AI Overview, Video, People Also Ask;0.16,0.36,0.36,0.76,0.67,0.67,1.00,0.76,0.67,0.45,0.67,0.55;90;;
de;webdesign für anwälte;webdesign;;Website & Shops;;;720;10;Jun 16;0.27;131;Informational;Related Searches, AI Overview, Site Links, Reviews, Video;0.00,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02;20;;
de;webdesign preise;webdesign;;Website & Shops;;;720;15;Feb 68;0.16;162;Informational;Site Links, Video, People Also Ask, Related Searches, Adwords Middle, AI Overview;0.26,1.00,1.00,0.88,0.72,0.88,0.72,0.72,0.72,0.72,0.72,0.88;20;;
de;website erstellen lassen festpreis;website erstellen lassen;;Website & Shops;;;720;5;Mrz 63;0.35;120;Informational;Video, Adwords Bottom, People Also Ask, Related Searches, AI Overview;0.05,0.62,0.62,0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.81;90;;
de;website erstellen lassen wordpress;website erstellen lassen;;Website & Shops;;;720;7;Jul 97;0.15;131;Informational;People Also Ask, Related Searches, AI Overview, Site Links, Video, Adwords Bottom, Video Carousel;0.13,0.46,0.46,1.00,0.25,0.20,0.46,0.37,0.25,0.31,0.31,0.25;20;;
de;website professionell erstellen lassen;website erstellen lassen;;Website & Shops;;;590;26;11. Apr;0.18;137;Informational;Video, People Also Ask, Related Searches, AI Overview;0.11,0.59,0.72,0.72,0.88,1.00,1.00,0.88,0.88,0.72,0.72,0.72;90;;
de;website relaunch seo;website relaunch;;Website & Shops;;;590;15;Sep 71;0.06;133;Informational;Video Carousel, People Also Ask, Adwords Middle, AI Overview, Site Links, Reviews, Video;0.12,0.81,0.67,0.36,0.81,1.00,0.54,0.67,0.67,0.81,0.81,0.67;20;;
de;wordpress website betreuung;website betreuung;;Website & Shops;;;590;6;Dez 91;0.30;136;Informational;Reviews, Video, People Also Ask, Related Searches, Adwords Middle, AI Overview;0.02,0.81,1.00,1.00,1.00,1.00,1.00,1.00,0.81,0.81,0.81,0.81;90;;
de;betreuung website;website betreuung;;Website & Shops;;;480;9;Mrz 78;0.18;113;Informational;Adwords Bottom, People Also Ask, AI Overview, Site Links, Video;0.07,0.08,0.08,0.24,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.05;20;;
de;homepage erstellen kosten;homepage erstellen;;Website & Shops;;;480;27;Mrz 24;0.43;134;Informational;Site Links, Video, People Also Ask, Related Searches, AI Overview;0.36,0.81,0.54,0.54,1.00,0.66,0.66,0.81,0.81,0.29,0.23,0.36;20;;
de;modernes webdesign;webdesign;;Website & Shops;;;480;22;Jan 52;0.15;105;Informational;Site Links, Video, People Also Ask, Related Searches, AI Overview;0.32,0.72,0.72,0.48,0.32,1.00,0.72,0.48,0.32,0.48,0.48,0.59;20;;
de;webdesign kosten;webdesign;;Website & Shops;;;480;17;Feb 39;0.47;124;Informational;People Also Ask, Related Searches, AI Overview, Site Links, Video;0.12,1.00,1.00,0.67,0.44,0.54,0.67,0.67,0.81,0.36,0.67,0.81;20;;
de;webdesign suchmaschinenoptimierung;webdesign;;Website & Shops;;;480;18;Mrz 75;0.12;134;Informational;Local Pack, Reviews, Video, Featured Snippet, People Also Ask, Related Searches;0.14,1.00,1.00,0.48,0.21,0.21,0.39,0.39,0.39,0.26,0.39,0.48;80;;
de;website wordpress erstellen lassen;website erstellen lassen;;Website & Shops;;;480;20;09. Jan;0.44;127;Informational;Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Reviews;0.16,0.36,0.30,0.62,0.20,0.20,0.24,0.24,0.24,0.24,0.24,0.20;20;;
de;wordpress website wartung;website wartung;;Website & Shops;;;480;16;Sep 35;0.07;130;Informational;Adwords Middle, AI Overview, Reviews, Video Carousel, People Also Ask, Related Searches, Site Links, Video, Adwords Top;0.10,0.81,1.00,0.81,0.54,0.67,0.67,0.54,0.54,0.44,0.54,0.54;20;;
de;homepage erstellen lassen kosten;homepage erstellen lassen;;Website & Shops;;;390;29;Apr 58;0.30;135;Informational;Site Links, Video, People Also Ask, Related Searches, AI Overview;0.23,1.00,1.00,0.81,0.81,1.00,0.36,0.19,0.66,0.29,0.66,0.66;20;;
de;seo website relaunch;website relaunch;;Website & Shops;;;390;16;0.00;0.02;133;Informational;AI Overview, Site Links, Video, Video Carousel, People Also Ask;0.23,0.67,0.54,0.67,0.67,1.00,0.36,0.67,0.54,0.54,0.54,0.54;20;;
de;wartung website;website wartung;;Website & Shops;;;390;14;Feb 85;0.12;133;Informational;AI Overview, Video, Adwords Top, Adwords Bottom, Video Carousel, People Also Ask, Related Searches;0.24,0.45,0.36,0.67,0.13,0.13,0.16,0.20,0.16,0.16,0.10,0.08;75;;
de;webdesign für kleine unternehmen;webdesign;;Website & Shops;;;390;8;04. Jul;0.14;132;Informational;Video, Adwords Bottom, Related Searches, AI Overview;0.05,0.81,0.81,0.54,0.44,0.54,0.29,0.81,0.44,0.81,0.66,1.00;90;;
de;webdesign für unternehmen;webdesign;;Website & Shops;;;390;8;Mai 84;0.08;134;Informational;Related Searches, Adwords Middle, AI Overview, Video;0.10,1.00,1.00,0.67,0.36,0.44,0.29,0.36,0.54,0.36,0.54,0.54;90;;
de;webdesign mit wordpress;webdesign;;Website & Shops;;;390;23;05. Sep;0.14;108;Informational;Related Searches, AI Overview, Local Pack, Image Pack, Site Links, Video, Video Carousel, People Also Ask;0.11,0.59,0.72,0.59,0.39,0.48,0.48,0.48,0.39,0.39,0.39,0.39;20;;
de;b2b website;b2b website;;Website & Shops;;;320;19;Mrz 73;0.22;137;Informational;Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.15,1.00,0.54,0.36,0.44,0.54,0.29,0.29,0.19,0.29,0.29,0.29;75;;
de;barrierefreiheit webdesign;webdesign;;Website & Shops;;;320;21;Jan 99;0.18;132;Informational;Related Searches, AI Overview, Site Links, Video, Image, Adwords Bottom, Video Carousel, People Also Ask;0.18,0.81,1.00,0.81,0.81,0.66,0.66,0.66,0.54,0.54,0.35,0.81;20;;
de;homepage erstellen dresden;homepage erstellen;;Website & Shops;;;320;21;0.00;0.04;107;Informational;AI Overview, Video, People Also Ask, Related Searches;0.23,1.00,1.00,0.66,0.66,0.81,0.81,0.81,0.66,0.54,0.44,0.35;90;;
de;homepage erstellen wordpress;homepage erstellen;;Website & Shops;;;320;26;Mrz 65;0.74;109;Informational;Video, Adwords Top, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, AI Overview;0.17,0.17,0.21,0.32,0.26,0.14,0.21,0.32,0.21,0.26,0.26,0.26;90;;
de;kosten für erstellung einer homepage;homepage erstellen;;Website & Shops;;;320;30;Feb 66;0.61;6250;Informational;Site Links, Video, Adwords Bottom, People Also Ask, Related Searches, AI Overview;0.44,0.28,0.23,0.66,0.18,0.23,0.23,0.28,0.35,0.35,0.18,0.11;20;;
de;relaunch website seo;website relaunch;;Website & Shops;;;320;20;Sep 71;0.06;137;Informational;Site Links, Reviews, Video, People Also Ask, AI Overview;0.06,0.66,0.66,0.81,0.81,1.00,0.81,0.81,0.66,0.66,0.66,0.66;20;;
de;webdesign für arztpraxen;webdesign;;Website & Shops;;;320;12;Jun 32;0.06;4840000000;Informational;Related Searches, Adwords Middle, Video, Adwords Top;0.20,0.36,0.36,0.62,0.08,0.13,0.10,0.16,0.13,0.16,0.30,0.30;90;;
de;webdesign für coaches;webdesign;;Website & Shops;;;320;2;Feb 77;0.26;149;Informational, Commercial;Video Carousel, Related Searches, AI Overview, Video;0.13,0.05,0.05,1.00,0.06,0.05,0.16,0.10,0.03,0.08,0.45,0.36;90;;
de;webdesign für steuerberater;webdesign;;Website & Shops;;;320;8;Feb 57;0.13;108;Informational;Video, Adwords Bottom, Related Searches, AI Overview;0.13,0.36,0.36,0.36,0.30,0.08,0.36,0.36,0.30,0.24,0.24,0.30;90;;
de;webdesign onlineshop;webdesign;;Website & Shops;;;320;9;0.00;0.31;138;Informational;People Also Ask, AI Overview, Reviews, Video;0.10,0.81,1.00,0.66,0.66,0.81,0.81,0.81,0.66,0.66,0.54,0.35;75;;
de;website betreuen;website betreuung;;Website & Shops;;;320;6;Mrz 45;0.30;133;Informational;Video, People Also Ask, AI Overview, Site Links, Reviews;0.54,0.23,0.23,1.00,0.15,0.12,0.15,0.23,0.07,0.19,0.15,0.12;20;;
